Sl no,unique_id,company_name,facebook_url_userinput,task_category_type,package_id,level,level_id,task_title,description,icon_url,url,facebook_page_id,target,current_reach,campaign_budget,campaign_priority,user_credits,task_category_brand_uid
5454,campaign--temp-c5454-p4-l3,Eazyspot,https://www.facebook.com/369947506765765/photos/a.369947773432405.1073741826.369947506765765/369947776765738/?type=3,facebook_page_post,p4,l3,p4-l3,Like Eazyspot Post,"Spot any near by services and stores online with a click of a button! Come, Like our facebook page!",https://eazyspot.com/images/justclick_logo.png,,369947776765738,10000,0,200000,1,10,facebook_page_post-369947776765738
5455,campaign--temp-c5455-p4-l3,GetMarryHere,https://www.facebook.com/Getmarryhere/photos/a.148584415864796.1073741828.146841579372413/154124991977405/?type=3,facebook_page_post,p4,l3,p4-l3,Like GetMarryHere Post,"7 steps for a permanent bond,cherish the walk fullfilled Getmarryhere",,,154124991977405,10000,0,200000,1,10,facebook_page_post-154124991977405
5456,campaign--temp-c5456-p4-l3,GetMarryHere,https://www.facebook.com/Getmarryhere/photos/a.148584415864796.1073741828.146841579372413/152202015503036/?type=3,facebook_page_post,p4,l3,p4-l3,Like GetMarryHere Post,Worked enough.Its time to Marry.Take a break!,,,152202015503036,10000,0,200000,1,10,facebook_page_post-152202015503036
5457,campaign--temp-c5457-p4-l3,GetMarryHere,https://www.facebook.com/Getmarryhere/videos/150928348963736/,facebook_page_post,p4,l3,p4-l3,Like GetMarryHere Post,Come Lets Find Our SoulMates @getMarryHere,,,150928348963736,10000,0,200000,1,10,facebook_page_post-150928348963736
5458,campaign--temp-c5458-p4-l3,GetMarryHere,https://www.facebook.com/Getmarryhere/photos/a.148584415864796.1073741828.146841579372413/151210338935537/?type=3,facebook_page_post,p4,l3,p4-l3,Like GetMarryHere Post,"A 'Frog Prince' appeared with a marriage proposal straight out of the fairy tale page! Finding it difficult to decide whether he is a 'Prince' or ... just another frog?,Finding it difficult to decide whether he is a 'Prince' or ... just another frog?We'll help you to 'differentiate'.",,,151210338935537,10000,0,200000,1,10,facebook_page_post-151210338935537
5459,campaign--temp-c5459-p4-l3,GetMarryHere,https://www.facebook.com/Getmarryhere/photos/a.146841959372375.1073741826.146841579372413/151210225602215/?type=3,facebook_page_post,p4,l3,p4-l3,Like GetMarryHere Post,Find you perfect partner @GetMarryHere,,,151210225602215,10000,0,200000,1,10,facebook_page_post-151210225602215
5460,campaign--temp-c5460-p4-l3,GetMarryHere,https://www.facebook.com/Getmarryhere/photos/a.148584415864796.1073741828.146841579372413/150421052347799/?type=3,facebook_page_post,p4,l3,p4-l3,Like GetMarryHere Post,Perfect place to find a suitable life partner @Getmarryhere,,,150421052347799,10000,0,200000,1,10,facebook_page_post-150421052347799
5461,campaign--temp-c5461-p4-l3,GetMarryHere,https://www.facebook.com/Getmarryhere/photos/a.148584415864796.1073741828.146841579372413/150132565709981/?type=3,facebook_page_post,p4,l3,p4-l3,Like GetMarryHere Post,"Where There is love,There is life,And don't you think life is somewhat ""incomplete"" without marriage? Getmarryhere",,,150132565709981,10000,0,200000,1,10,facebook_page_post-150132565709981
5462,campaign--temp-c5462-p4-l3,GetMarryHere,https://www.facebook.com/Getmarryhere/photos/a.148584415864796.1073741828.146841579372413/149246749131896/?type=3,facebook_page_post,p4,l3,p4-l3,Like GetMarryHere Post,"The search for your true soulmate ends,@GetMarryHere",,,149246749131896,10000,0,200000,1,10,facebook_page_post-149246749131896
5463,campaign--temp-c5463-p4-l3,GetMarryHere,https://www.facebook.com/Getmarryhere/photos/a.146842076039030.1073741827.146841579372413/149245889131982/?type=3,facebook_page_post,p4,l3,p4-l3,Like GetMarryHere Post,find your soulmate @GetMarryHere,,,149245889131982,10000,0,200000,1,10,facebook_page_post-149245889131982
5464,campaign--temp-c5464-p4-l3,GetMarryHere,https://www.facebook.com/Getmarryhere/photos/a.146841959372375.1073741826.146841579372413/149245809131990/?type=3,facebook_page_post,p4,l3,p4-l3,Like GetMarryHere Post,find your soulmate @GetMarryHere,,,149245809131990,10000,0,200000,1,10,facebook_page_post-149245809131990
5465,campaign--temp-c5465-p4-l3,GetMarryHere,https://www.facebook.com/Getmarryhere/photos/a.148584415864796.1073741828.146841579372413/148580605865177/?type=3,facebook_page_post,p4,l3,p4-l3,Like GetMarryHere Post,While marriages are made in heaven…..finding a perfect match happens @Getmarryhere,,,148580605865177,10000,0,200000,1,10,facebook_page_post-148580605865177
5466,campaign--temp-c5466-p4-l3,GetMarryHere,https://www.facebook.com/Getmarryhere/photos/a.146842076039030.1073741827.146841579372413/146842029372368/?type=3,facebook_page_post,p4,l3,p4-l3,Like GetMarryHere Post,We honour marriage @GetMarryHere,,,146842029372368,10000,0,200000,1,10,facebook_page_post-146842029372368
5467,campaign--temp-c5467-p4-l3,GetMarryHere,https://www.facebook.com/Getmarryhere/photos/a.146841959372375.1073741826.146841579372413/146841962705708/?type=3,facebook_page_post,p4,l3,p4-l3,Like GetMarryHere Post,We honour marriage @GetMarryHere,,,146841962705708,10000,0,200000,1,10,facebook_page_post-146841962705708
5468,campaign--temp-c5468-p4-l3,MyJobsBank,https://www.facebook.com/118409868849816/photos/a.130207274336742.1073741827.118409868849816/131023500921786/?type=3,facebook_page_post,p4,l3,p4-l3,Like MyJobsBank Post,Dedicated to the Informal Job Sector,,,131023500921786,10000,0,200000,1,10,facebook_page_post-131023500921786
5469,campaign--temp-c5469-p4-l3,MyJobsBank,https://www.facebook.com/118409868849816/photos/a.130207274336742.1073741827.118409868849816/130866800937456/?type=3,facebook_page_post,p4,l3,p4-l3,Like MyJobsBank Post,Had Enough of White-collars! It's time to encourage Blue collar Workforce Myjobsbank,,,130866800937456,10000,0,200000,1,10,facebook_page_post-130866800937456
5470,campaign--temp-c5470-p4-l3,MyJobsBank,https://www.facebook.com/118409868849816/photos/a.130207274336742.1073741827.118409868849816/130207054336764/?type=3,facebook_page_post,p4,l3,p4-l3,Like MyJobsBank Post,Blue-Collar Jobs Are Now Official.MyJobsBank - Exclusive Portal to the Mighty Informal Workforce @ Myjobsbank,,,130207054336764,10000,0,200000,1,10,facebook_page_post-130207054336764
5471,campaign--temp-c5471-p4-l3,MyJobsBank,https://www.facebook.com/118409868849816/photos/a.118409915516478.1073741825.118409868849816/118410822183054/?type=3,facebook_page_post,p4,l3,p4-l3,Like MyJobsBank Post,myjobsbank,,,118410822183054,10000,0,200000,1,10,facebook_page_post-118410822183054
5472,campaign--temp-c5472-p4-l3,GettoCar,https://www.facebook.com/1978344219120970/photos/a.1979640328991359.1073741828.1978344219120970/1984145425207516/?type=3,facebook_page_post,p4,l3,p4-l3,Like GettoCar Post,Gear up to experience your ride With GettoCar…your online partner to #sell & #buy_cars#preownedcars #Cars #Gettocar,,,1984145425207510,10000,0,200000,1,10,facebook_page_post-1984145425207516
5473,campaign--temp-c5473-p4-l3,GettoCar,https://www.facebook.com/1978344219120970/photos/a.1979640328991359.1073741828.1978344219120970/1982760445346014/?type=3,facebook_page_post,p4,l3,p4-l3,Like GettoCar Post,Buy Best-in-Class Certified Pre-Owned Cars at affordable prices.,,,1982760445346010,10000,0,200000,1,10,facebook_page_post-1982760445346014
