Sl no,unique_id,company_name,facebook_url_userinput,task_category_type,package_id,level,level_id,task_title,description,icon_url,url,facebook_page_id,target,current_reach,campaign_budget,campaign_priority,user_credits,task_category_brand_uid
883,campaign--temp-c883-p2-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/photos/a.1591753514479514.1073741827.1591750737813125/1878176445837218/?type=3,facebook_page_post,p2,l2,p2-l2,Like Asrce Post,అమ్మవారికి ప్రత్యేకమైన రోజు ఏది? అమ్మవారి నామం రోజూ వ్రాయవచ్చా?,,,1878176445837210,10000,0,200000,1,10,facebook_page_post-1878176445837218
884,campaign--temp-c884-p2-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/photos/a.1591753514479514.1073741827.1591750737813125/1878176225837240/?type=3,facebook_page_post,p2,l2,p2-l2,Like Asrce Post,అమ్మవారికి ప్రత్యేకమైన రోజు ఏది? అమ్మవారి నామం రోజూ వ్రాయవచ్చా?,,,1878176225837240,10000,0,200000,1,10,facebook_page_post-1878176225837240
885,campaign--temp-c885-p2-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/photos/a.1591753514479514.1073741827.1591750737813125/1877230745931788/?type=3,facebook_page_post,p2,l2,p2-l2,Like Asrce Post,అమ్మవారికి ప్రత్యేకమైన రోజు ఏది? అమ్మవారి నామం రోజూ వ్రాయవచ్చా?,,,1877230745931780,10000,0,200000,1,10,facebook_page_post-1877230745931788
886,campaign--temp-c886-p2-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/photos/a.1591753514479514.1073741827.1591750737813125/1877230922598437/?type=3,facebook_page_post,p2,l2,p2-l2,Like Asrce Post,అమ్మవారికి ప్రత్యేకమైన రోజు ఏది? అమ్మవారి నామం రోజూ వ్రాయవచ్చా?,,,1877230922598430,10000,0,200000,1,10,facebook_page_post-1877230922598437
887,campaign--temp-c887-p2-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/videos/1876780165976846/,facebook_page_post,p2,l2,p2-l2,Like Asrce Post,అమ్మవారికి ప్రత్యేకమైన రోజు ఏది? అమ్మవారి నామం రోజూ వ్రాయవచ్చా?,,,1876780165976840,10000,0,200000,1,10,facebook_page_post-1876780165976846
888,campaign--temp-c888-p2-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/photos/a.1591753514479514.1073741827.1591750737813125/1876704082651121/?type=3,facebook_page_post,p2,l2,p2-l2,Like Asrce Post,అమ్మవారికి ప్రత్యేకమైన రోజు ఏది? అమ్మవారి నామం రోజూ వ్రాయవచ్చా?,,,1876704082651120,10000,0,200000,1,10,facebook_page_post-1876704082651121
889,campaign--temp-c889-p2-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/photos/a.1591753514479514.1073741827.1591750737813125/1876705105984352/?type=3,facebook_page_post,p2,l2,p2-l2,Like Asrce Post,అమ్మవారికి ప్రత్యేకమైన రోజు ఏది? అమ్మవారి నామం రోజూ వ్రాయవచ్చా?,,,1876705105984350,10000,0,200000,1,10,facebook_page_post-1876705105984352
890,campaign--temp-c890-p2-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/videos/1875803182741211/,facebook_page_post,p2,l2,p2-l2,Like Asrce Post,అమ్మవారికి ప్రత్యేకమైన రోజు ఏది? అమ్మవారి నామం రోజూ వ్రాయవచ్చా?,,,1875803182741210,10000,0,200000,1,10,facebook_page_post-1875803182741211
891,campaign--temp-c891-p2-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/videos/1875915716063291/,facebook_page_post,p2,l2,p2-l2,Like Asrce Post,అమ్మవారికి ప్రత్యేకమైన రోజు ఏది? అమ్మవారి నామం రోజూ వ్రాయవచ్చా?,,,1875915716063290,10000,0,200000,1,10,facebook_page_post-1875915716063291
892,campaign--temp-c892-p2-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/videos/1875786976076165/,facebook_page_post,p2,l2,p2-l2,Like Asrce Post,అమ్మవారికి ప్రత్యేకమైన రోజు ఏది? అమ్మవారి నామం రోజూ వ్రాయవచ్చా?,,,1875786976076160,10000,0,200000,1,10,facebook_page_post-1875786976076165
893,campaign--temp-c893-p2-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/videos/1874112816243581/,facebook_page_post,p2,l2,p2-l2,Like Asrce Post,అమ్మవారికి ప్రత్యేకమైన రోజు ఏది? అమ్మవారి నామం రోజూ వ్రాయవచ్చా?,,,1874112816243580,10000,0,200000,1,10,facebook_page_post-1874112816243581
894,campaign--temp-c894-p2-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/videos/1874023226252540/,facebook_page_post,p2,l2,p2-l2,Like Asrce Post,అమ్మవారికి ప్రత్యేకమైన రోజు ఏది? అమ్మవారి నామం రోజూ వ్రాయవచ్చా?,,,1874023226252540,10000,0,200000,1,10,facebook_page_post-1874023226252540
895,campaign--temp-c895-p2-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/videos/1873496359638560/,facebook_page_post,p2,l2,p2-l2,Like Asrce Post,అమ్మవారికి ప్రత్యేకమైన రోజు ఏది? అమ్మవారి నామం రోజూ వ్రాయవచ్చా?,,,1873496359638560,10000,0,200000,1,10,facebook_page_post-1873496359638560
896,campaign--temp-c896-p2-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/videos/1873479156306947/,facebook_page_post,p2,l2,p2-l2,Like Asrce Post,అమ్మవారికి ప్రత్యేకమైన రోజు ఏది? అమ్మవారి నామం రోజూ వ్రాయవచ్చా?,,,1873479156306940,10000,0,200000,1,10,facebook_page_post-1873479156306947
897,campaign--temp-c897-p2-l2,Asrce,https://www.facebook.com/ADVAITAKRIYAGIRISHKUMAR/videos/1873167446338118/,facebook_page_post,p2,l2,p2-l2,Like Asrce Post,Track your Child's mobile activities & Secure their future by Installing the Secure-spy software.,,,1873167446338110,10000,0,200000,1,10,facebook_page_post-1873167446338118
898,campaign--temp-c898-p2-l2,Secure Spy,https://www.facebook.com/SecureSpyApp/photos/a.153466808533087.1073741827.149415782271523/167665747113193/?type=3,facebook_page_post,p2,l2,p2-l2,Like Secure Spy Post,Track your Child's mobile activities & Secure their future by Installing the Secure-spy software.,,,167665747113193,10000,0,200000,1,10,facebook_page_post-167665747113193
899,campaign--temp-c899-p2-l2,Secure Spy,https://www.facebook.com/SecureSpyApp/photos/a.154978131715288.1073741828.149415782271523/198830967330004/?type=3,facebook_page_post,p2,l2,p2-l2,Like Secure Spy Post,Track your Child's mobile activities & Secure their future by Installing the Secure-spy software.,,,198830967330004,10000,0,200000,1,10,facebook_page_post-198830967330004
900,campaign--temp-c900-p2-l2,Secure Spy,https://www.facebook.com/SecureSpyApp/photos/a.154978131715288.1073741828.149415782271523/197869437426157/?type=3,facebook_page_post,p2,l2,p2-l2,Like Secure Spy Post,Track your Child's mobile activities & Secure their future by Installing the Secure-spy software.,,,197869437426157,10000,0,200000,1,10,facebook_page_post-197869437426157
901,campaign--temp-c901-p2-l2,Secure Spy,https://www.facebook.com/SecureSpyApp/photos/a.153466808533087.1073741827.149415782271523/169090186970749/?type=3,facebook_page_post,p2,l2,p2-l2,Like Secure Spy Post,Track your Child's mobile activities & Secure their future by Installing the Secure-spy software.,,,169090186970749,10000,0,200000,1,10,facebook_page_post-169090186970749
902,campaign--temp-c902-p2-l2,Secure Spy,https://www.facebook.com/SecureSpyApp/photos/a.154978131715288.1073741828.149415782271523/197322340814200/?type=3,facebook_page_post,p2,l2,p2-l2,Like Secure Spy Post,Track your Child's mobile activities & Secure their future by Installing the Secure-spy software.,,,197322340814200,10000,0,200000,1,10,facebook_page_post-197322340814200
903,campaign--temp-c903-p2-l2,Secure Spy,https://www.facebook.com/SecureSpyApp/photos/a.154978131715288.1073741828.149415782271523/170434220169679/?type=3,facebook_page_post,p2,l2,p2-l2,Like Secure Spy Post,Secure-Spy.Com - Android Mobile Tracking Software,,,170434220169679,10000,0,200000,1,10,facebook_page_post-170434220169679
904,campaign--temp-c904-p2-l2,Secure Spy,https://www.facebook.com/SecureSpyApp/photos/a.154978131715288.1073741828.149415782271523/195859784293789/?type=3,facebook_page_post,p2,l2,p2-l2,Like Secure Spy Post,Secure-Spy.Com - Android Mobile Tracking Software,,,195859784293789,10000,0,200000,1,10,facebook_page_post-195859784293789
905,campaign--temp-c905-p2-l2,Secure Spy,https://www.facebook.com/SecureSpyApp/photos/a.154978131715288.1073741828.149415782271523/190898504789917/?type=3,facebook_page_post,p2,l2,p2-l2,Like Secure Spy Post,Secure-Spy.Com - Android Mobile Tracking Software,,,190898504789917,10000,0,200000,1,10,facebook_page_post-190898504789917
906,campaign--temp-c906-p2-l2,Secure Spy,https://www.facebook.com/SecureSpyApp/photos/a.154978131715288.1073741828.149415782271523/185847911961643/?type=3,facebook_page_post,p2,l2,p2-l2,Like Secure Spy Post,Secure-Spy.Com - Android Mobile Tracking Software,,,185847911961643,10000,0,200000,1,10,facebook_page_post-185847911961643
907,campaign--temp-c907-p2-l2,Secure Spy,https://www.facebook.com/SecureSpyApp/photos/a.153466808533087.1073741827.149415782271523/184190915460676/?type=3,facebook_page_post,p2,l2,p2-l2,Like Secure Spy Post,Secure-Spy.Com - Android Mobile Tracking Software,,,184190915460676,10000,0,200000,1,10,facebook_page_post-184190915460676
908,campaign--temp-c908-p2-l2,Secure Spy,https://www.facebook.com/SecureSpyApp/photos/a.153466808533087.1073741827.149415782271523/172530289960072/?type=3,facebook_page_post,p2,l2,p2-l2,Like Secure Spy Post,Secure-Spy.Com - Android Mobile Tracking Software,,,172530289960072,10000,0,200000,1,10,facebook_page_post-172530289960072
909,campaign--temp-c909-p2-l2,Secure Spy,https://www.facebook.com/SecureSpyApp/photos/a.153466808533087.1073741827.149415782271523/167665747113193/?type=3,facebook_page_post,p2,l2,p2-l2,Like Secure Spy Post,Track your Child's mobile activities & Secure their future by Installing the Secure-spy software.,,,167665747113193,10000,0,200000,1,10,facebook_page_post-167665747113193
910,campaign--temp-c910-p2-l2,Secure Spy,https://www.facebook.com/SecureSpyApp/videos/180087312537703/,facebook_page_post,p2,l2,p2-l2,Like Secure Spy Post,Suspecting your husband's actions?Don't try to hard!Install secure spy.,,,180087312537703,10000,0,200000,1,10,facebook_page_post-180087312537703
911,campaign--temp-c911-p2-l2,Secure Spy,https://www.facebook.com/SecureSpyApp/photos/a.154978131715288.1073741828.149415782271523/178211882725246/?type=3,facebook_page_post,p2,l2,p2-l2,Like Secure Spy Post,Suspecting your husband's actions?Don't try to hard!Install secure spy.,,,178211882725246,10000,0,200000,1,10,facebook_page_post-178211882725246
912,campaign--temp-c912-p2-l2,Secure Spy,https://www.facebook.com/SecureSpyApp/photos/a.154978131715288.1073741828.149415782271523/176899552856479/?type=3,facebook_page_post,p2,l2,p2-l2,Like Secure Spy Post,Suspecting your husband's actions?Don't try to hard!Install secure spy.,,,176899552856479,10000,0,200000,1,10,facebook_page_post-176899552856479
913,campaign--temp-c913-p2-l2,Secure Spy,https://www.facebook.com/SecureSpyApp/videos/174673849745716/,facebook_page_post,p2,l2,p2-l2,Like Secure Spy Post,"Secure spy is the world best android tracking software.It tracks all smart phone activities like incoming & outgoing calls, live video monitoring, etc.",,,174673849745716,10000,0,200000,1,10,facebook_page_post-174673849745716
914,campaign--temp-c914-p2-l2,Secure Spy,https://www.facebook.com/SecureSpyApp/photos/a.153466808533087.1073741827.149415782271523/174670066412761/?type=3,facebook_page_post,p2,l2,p2-l2,Like Secure Spy Post,"Secure spy is the world best android tracking software.It tracks all smart phone activities like incoming & outgoing calls, live video monitoring, etc.",,,174670066412761,10000,0,200000,1,10,facebook_page_post-174670066412761
915,campaign--temp-c915-p2-l2,Secure Spy,https://www.facebook.com/SecureSpyApp/photos/a.154978131715288.1073741828.149415782271523/174109483135486/?type=3,facebook_page_post,p2,l2,p2-l2,Like Secure Spy Post,"Secure spy is the world best android tracking software.It tracks all smart phone activities like incoming & outgoing calls, live video monitoring, etc.",,,174109483135486,10000,0,200000,1,10,facebook_page_post-174109483135486
916,campaign--temp-c916-p2-l2,Secure Spy,https://www.facebook.com/SecureSpyApp/photos/a.154978131715288.1073741828.149415782271523/171088666770901/?type=3,facebook_page_post,p2,l2,p2-l2,Like Secure Spy Post,"Secure spy is the world best android tracking software.It tracks all smart phone activities like incoming & outgoing calls, live video monitoring, etc.",,,171088666770901,10000,0,200000,1,10,facebook_page_post-171088666770901
917,campaign--temp-c917-p2-l2,Secure Spy,https://www.facebook.com/SecureSpyApp/videos/171087123437722/,facebook_page_post,p2,l2,p2-l2,Like Secure Spy Post,"Secure spy is the world best android tracking software.It tracks all smart phone activities like incoming & outgoing calls, live video monitoring, etc.",,,171087123437722,10000,0,200000,1,10,facebook_page_post-171087123437722
918,campaign--temp-c918-p2-l2,Secure Spy,https://www.facebook.com/SecureSpyApp/photos/a.149415812271520.1073741825.149415782271523/170735183472916/?type=3,facebook_page_post,p2,l2,p2-l2,Like Secure Spy Post,Secure-Spy.Com - Android Mobile Tracking Software,,,170735183472916,10000,0,200000,1,10,facebook_page_post-170735183472916
919,campaign--temp-c919-p2-l2,Secure Spy,https://www.facebook.com/SecureSpyApp/photos/a.153466808533087.1073741827.149415782271523/170645280148573/?type=3,facebook_page_post,p2,l2,p2-l2,Like Secure Spy Post,#Children Are Precious! Safeguard Their Mobile Activity Through Secure-Spy.Com - Android Mobile Tracking Software,,,170645280148573,10000,0,200000,1,10,facebook_page_post-170645280148573
920,campaign--temp-c920-p2-l2,Secure Spy,https://www.facebook.com/SecureSpyApp/photos/a.149415812271520.1073741825.149415782271523/170452860167815/?type=3,facebook_page_post,p2,l2,p2-l2,Like Secure Spy Post,Suspecting your husband's actions?Don't try to hard!Install secure spy.,,,170452860167815,10000,0,200000,1,10,facebook_page_post-170452860167815
921,campaign--temp-c921-p2-l2,Secure Spy,https://www.facebook.com/SecureSpyApp/photos/a.154978131715288.1073741828.149415782271523/170434220169679/?type=3,facebook_page_post,p2,l2,p2-l2,Like Secure Spy Post,Spy your employee's activity on business mobiles. Most effective mobile spying and controlling apppacked with state of the art features in abundance.,,,170434220169679,10000,0,200000,1,10,facebook_page_post-170434220169679
922,campaign--temp-c922-p2-l2,Secure Spy,https://www.facebook.com/SecureSpyApp/videos/169912253555209/,facebook_page_post,p2,l2,p2-l2,Like Secure Spy Post,The powerful and most effective android mobile application designed to closely monitor the smart phone activity of your loved ones.,,,169912253555209,10000,0,200000,1,10,facebook_page_post-169912253555209
923,campaign--temp-c923-p2-l2,Secure Spy,https://www.facebook.com/SecureSpyApp/videos/168273727052395/,facebook_page_post,p2,l2,p2-l2,Like Secure Spy Post,Suspecting your boyfriend on a affair! Rather handing with suspension. Opt for verification Try 'Secure-Spy',,,168273727052395,10000,0,200000,1,10,facebook_page_post-168273727052395
924,campaign--temp-c924-p2-l2,Secure Spy,https://www.facebook.com/SecureSpyApp/photos/a.153466808533087.1073741827.149415782271523/169090186970749/?type=3,facebook_page_post,p2,l2,p2-l2,Like Secure Spy Post,"The most trusted & intelligent app to locate, track and monitor whatever you want.",,,169090186970749,10000,0,200000,1,10,facebook_page_post-169090186970749
925,campaign--temp-c925-p2-l2,Secure Spy,https://www.facebook.com/SecureSpyApp/photos/a.149415812271520.1073741825.149415782271523/168768430336258/?type=3,facebook_page_post,p2,l2,p2-l2,Like Secure Spy Post,Secure spy..... monitor & spy anywhere anytime on the go,,,168768430336258,10000,0,200000,1,10,facebook_page_post-168768430336258
926,campaign--temp-c926-p2-l2,Secure Spy,https://www.facebook.com/SecureSpyApp/photos/a.149415812271520.1073741825.149415782271523/168765900336511/?type=3,facebook_page_post,p2,l2,p2-l2,Like Secure Spy Post,Is your child a victim of online games? Is mobile a must-have? Have life-taking games like Blue Whale been an addiction? Then….it's time to secure your child with ‘’#SECURESPY’’,,,168765900336511,10000,0,200000,1,10,facebook_page_post-168765900336511
927,campaign--temp-c927-p2-l2,Secure Spy,https://www.facebook.com/SecureSpyApp/photos/a.154978131715288.1073741828.149415782271523/168306523715782/?type=3,facebook_page_post,p2,l2,p2-l2,Like Secure Spy Post,Time to control your kid's smartphone activity! Install 'secure spy' & safeguard their bright future.,,,168306523715782,10000,0,200000,1,10,facebook_page_post-168306523715782
928,campaign--temp-c928-p2-l2,Secure Spy,https://www.facebook.com/SecureSpyApp/photos/a.154978131715288.1073741828.149415782271523/168306380382463/?type=3,facebook_page_post,p2,l2,p2-l2,Like Secure Spy Post,Identify the black sheep in your company with secure spy mbile monitoring software.,,,168306380382463,10000,0,200000,1,10,facebook_page_post-168306380382463
929,campaign--temp-c929-p2-l2,Secure Spy,https://www.facebook.com/SecureSpyApp/photos/a.168436297036138.1073741829.149415782271523/168518020361299/?type=3,facebook_page_post,p2,l2,p2-l2,Like Secure Spy Post,"Great opportunity to spy your loved ones for free. Like "" Secure-Spy.Com - Android Mobile Tracking Software ""Page & send your name and contact number through our ✍️ Facebook Page.",,,168518020361299,10000,0,200000,1,10,facebook_page_post-168518020361299
930,campaign--temp-c930-p2-l2,Secure Spy,https://www.facebook.com/SecureSpyApp/photos/a.154978131715288.1073741828.149415782271523/168305633715871/?type=3,facebook_page_post,p2,l2,p2-l2,Like Secure Spy Post,Secure-spy.com - World Best Android Mobile Tracking Software.,,,168305633715871,10000,0,200000,1,10,facebook_page_post-168305633715871
931,campaign--temp-c931-p2-l2,Secure Spy,https://www.facebook.com/SecureSpyApp/photos/a.154978131715288.1073741828.149415782271523/168304997049268/?type=3,facebook_page_post,p2,l2,p2-l2,Like Secure Spy Post,www.secure-spy.com world best Android mobile tracking software.,,,168304997049268,10000,0,200000,1,10,facebook_page_post-168304997049268
932,campaign--temp-c932-p2-l2,Secure Spy,https://www.facebook.com/SecureSpyApp/videos/168370990376002/,facebook_page_post,p2,l2,p2-l2,Like Secure Spy Post,"Secure spy is the world best android tracking software.It tracks all smart phone activities like incoming & outgoing calls, live video monitoring, etc.",,,168370990376002,10000,0,200000,1,10,facebook_page_post-168370990376002
933,campaign--temp-c933-p2-l2,Secure Spy,https://www.facebook.com/SecureSpyApp/photos/a.149415812271520.1073741825.149415782271523/168249620388139/?type=3,facebook_page_post,p2,l2,p2-l2,Like Secure Spy Post,The powerful and the most effective Android mobile application designed to closely #Spy the #SmartPhone activity of your loved ones.,,,168249620388139,10000,0,200000,1,10,facebook_page_post-168249620388139
934,campaign--temp-c934-p2-l2,Secure Spy,https://www.facebook.com/SecureSpyApp/photos/a.154978131715288.1073741828.149415782271523/168223940390707/?type=3,facebook_page_post,p2,l2,p2-l2,Like Secure Spy Post,Secure Spy employs a team of highly skilled and experienced security consultants who are on hand to advise both residential and business customers on the best possible security solutions.,,,168223940390707,10000,0,200000,1,10,facebook_page_post-168223940390707
935,campaign--temp-c935-p2-l2,Secure Spy,https://www.facebook.com/SecureSpyApp/photos/a.154978131715288.1073741828.149415782271523/167391167140651/?type=3,facebook_page_post,p2,l2,p2-l2,Like Secure Spy Post,"Keep your kids safe online, see what they do and keep them safe it's your job to know.",,,167391167140651,10000,0,200000,1,10,facebook_page_post-167391167140651
936,campaign--temp-c936-p2-l2,Secure Spy,https://www.facebook.com/SecureSpyApp/photos/a.154978131715288.1073741828.149415782271523/166777583868676/?type=3,facebook_page_post,p2,l2,p2-l2,Like Secure Spy Post,www.secure-spy.com world best Android mobile tracking software.,,,166777583868676,10000,0,200000,1,10,facebook_page_post-166777583868676
937,campaign--temp-c937-p2-l2,Secure Spy,https://www.facebook.com/SecureSpyApp/videos/168370990376002/,facebook_page_post,p2,l2,p2-l2,Like Secure Spy Post,cell phone parental control app,,,168370990376002,10000,0,200000,1,10,facebook_page_post-168370990376002
938,campaign--temp-c938-p2-l2,Secure Spy,https://www.facebook.com/SecureSpyApp/photos/a.153466808533087.1073741827.149415782271523/164575307422237/?type=3,facebook_page_post,p2,l2,p2-l2,Like Secure Spy Post,"Secure Spy-Records calls,Track location,reads texts",,,164575307422237,10000,0,200000,1,10,facebook_page_post-164575307422237
939,campaign--temp-c939-p2-l2,Secure Spy,https://www.facebook.com/SecureSpyApp/photos/a.153466808533087.1073741827.149415782271523/164303210782780/?type=3,facebook_page_post,p2,l2,p2-l2,Like Secure Spy Post,World's most advanced cell phone monitoring and tracking system-secure spy,,,164303210782780,10000,0,200000,1,10,facebook_page_post-164303210782780
940,campaign--temp-c940-p2-l2,Secure Spy,https://www.facebook.com/SecureSpyApp/photos/a.153466808533087.1073741827.149415782271523/163922614154173/?type=3,facebook_page_post,p2,l2,p2-l2,Like Secure Spy Post,Secure spy-mobile spy software,,,163922614154173,10000,0,200000,1,10,facebook_page_post-163922614154173
941,campaign--temp-c941-p2-l2,Secure Spy,https://www.facebook.com/SecureSpyApp/photos/a.154978131715288.1073741828.149415782271523/161421574404277/?type=3,facebook_page_post,p2,l2,p2-l2,Like Secure Spy Post,To know the live whereabouts of your family members.,,,161421574404277,10000,0,200000,1,10,facebook_page_post-161421574404277
942,campaign--temp-c942-p2-l2,Secure Spy,https://www.facebook.com/SecureSpyApp/photos/a.153466808533087.1073741827.149415782271523/160705267809241/?type=3,facebook_page_post,p2,l2,p2-l2,Like Secure Spy Post,To protect your children by witnessing their entire mobile proceedings.,,,160705267809241,10000,0,200000,1,10,facebook_page_post-160705267809241
943,campaign--temp-c943-p2-l2,Secure Spy,https://www.facebook.com/SecureSpyApp/photos/a.153466808533087.1073741827.149415782271523/154968535049581/?type=3,facebook_page_post,p2,l2,p2-l2,Like Secure Spy Post,To trace & measure your employees’ activity on business mobiles.,,,154968535049581,10000,0,200000,1,10,facebook_page_post-154968535049581
944,campaign--temp-c944-p2-l2,Secure Spy,https://www.facebook.com/SecureSpyApp/photos/a.154978131715288.1073741828.149415782271523/160418931171208/?type=3,facebook_page_post,p2,l2,p2-l2,Like Secure Spy Post,To verify all your suspensions on loved-ones or better-halves,,,160418931171208,10000,0,200000,1,10,facebook_page_post-160418931171208
945,campaign--temp-c945-p2-l2,Secure Spy,https://www.facebook.com/SecureSpyApp/photos/a.153466808533087.1073741827.149415782271523/160358667843901/?type=3,facebook_page_post,p2,l2,p2-l2,Like Secure Spy Post,To maintain a clear record of your entire mobile-activity,,,160358667843901,10000,0,200000,1,10,facebook_page_post-160358667843901
946,campaign--temp-c946-p2-l2,Secure Spy,https://www.facebook.com/SecureSpyApp/photos/a.153466808533087.1073741827.149415782271523/160006167879151/?type=3,facebook_page_post,p2,l2,p2-l2,Like Secure Spy Post,Secure-spy is the new generation mobile spying.tracking & Controlling android app packed with state of the art abundance.,,,160006167879151,10000,0,200000,1,10,facebook_page_post-160006167879151
947,campaign--temp-c947-p2-l2,Secure Spy,https://www.facebook.com/SecureSpyApp/photos/a.153466808533087.1073741827.149415782271523/155610658318702/?type=3,facebook_page_post,p2,l2,p2-l2,Like Secure Spy Post,Track your Child's mobile activities & Secure their future by Installing the Secure-spy software.,,,155610658318702,10000,0,200000,1,10,facebook_page_post-155610658318702
948,campaign--temp-c948-p2-l2,Secure Spy,https://www.facebook.com/SecureSpyApp/photos/a.153466808533087.1073741827.149415782271523/157877101425391/?type=3,facebook_page_post,p2,l2,p2-l2,Like Secure Spy Post,"It's very affordable too.... Secure Spy.... Before you suspect, just inspect",,,157877101425391,10000,0,200000,1,10,facebook_page_post-157877101425391
949,campaign--temp-c949-p2-l2,Secure Spy,https://www.facebook.com/SecureSpyApp/photos/a.153466808533087.1073741827.149415782271523/157873381425763/?type=3,facebook_page_post,p2,l2,p2-l2,Like Secure Spy Post,"Secure spy is the world best android tracking software.It tracks all smart phone activities like incoming & outgoing calls, live video monitoring, etc.",,,157873381425763,10000,0,200000,1,10,facebook_page_post-157873381425763
950,campaign--temp-c950-p2-l2,Secure Spy,https://www.facebook.com/SecureSpyApp/photos/a.153466808533087.1073741827.149415782271523/157621501450951/?type=3,facebook_page_post,p2,l2,p2-l2,Like Secure Spy Post,Identify the black sheep in your company with secure spy mbile monitoring software.,,,157621501450951,10000,0,200000,1,10,facebook_page_post-157621501450951
951,campaign--temp-c951-p2-l2,Secure Spy,https://www.facebook.com/SecureSpyApp/photos/a.153466808533087.1073741827.149415782271523/156298784916556/?type=3,facebook_page_post,p2,l2,p2-l2,Like Secure Spy Post,"The most trusted & intelligent app to locate, track and monitor whatever you want.",,,156298784916556,10000,0,200000,1,10,facebook_page_post-156298784916556
952,campaign--temp-c952-p2-l2,Secure Spy,https://www.facebook.com/SecureSpyApp/photos/a.154978131715288.1073741828.149415782271523/155248575021577/?type=3,facebook_page_post,p2,l2,p2-l2,Like Secure Spy Post,"Keep your kids safe online, see what they do and keep them safe it's your job to know.",,,155248575021577,10000,0,200000,1,10,facebook_page_post-155248575021577
953,campaign--temp-c953-p2-l2,Secure Spy,https://www.facebook.com/SecureSpyApp/photos/a.154978131715288.1073741828.149415782271523/155248575021577/?type=3,facebook_page_post,p2,l2,p2-l2,Like Secure Spy Post,Time to control your kid's smartphone activity! Install 'secure spy' & safeguard their bright future.,,,155248575021577,10000,0,200000,1,10,facebook_page_post-155248575021577
954,campaign--temp-c954-p2-l2,Secure Spy,https://www.facebook.com/SecureSpyApp/photos/a.153466808533087.1073741827.149415782271523/154968535049581/?type=3,facebook_page_post,p2,l2,p2-l2,Like Secure Spy Post,Suspecting your husband's actions?Don't try to hard!Install secure spy.,,,154968535049581,10000,0,200000,1,10,facebook_page_post-154968535049581
955,campaign--temp-c955-p2-l2,Secure Spy,https://www.facebook.com/SecureSpyApp/photos/a.153466808533087.1073741827.149415782271523/154968685049566/?type=3,facebook_page_post,p2,l2,p2-l2,Like Secure Spy Post,cell phone parental control app,,,154968685049566,10000,0,200000,1,10,facebook_page_post-154968685049566
956,campaign--temp-c956-p2-l2,Secure Spy,https://www.facebook.com/SecureSpyApp/photos/a.154978131715288.1073741828.149415782271523/154978121715289/?type=3,facebook_page_post,p2,l2,p2-l2,Like Secure Spy Post,#Children Are Precious! Safeguard Their Mobile Activity Through Secure-Spy.Com - Android Mobile Tracking Software,,,154978121715289,10000,0,200000,1,10,facebook_page_post-154978121715289
957,campaign--temp-c957-p2-l2,Secure Spy,https://www.facebook.com/SecureSpyApp/photos/a.153466808533087.1073741827.149415782271523/154968685049566/?type=3,facebook_page_post,p2,l2,p2-l2,Like Secure Spy Post,it's time to secure your child with ‘’#SECURESPY’’,,,154968685049566,10000,0,200000,1,10,facebook_page_post-154968685049566
958,campaign--temp-c958-p2-l2,Secure Spy,https://www.facebook.com/SecureSpyApp/photos/a.153466808533087.1073741827.149415782271523/154968535049581/?type=3,facebook_page_post,p2,l2,p2-l2,Like Secure Spy Post,Great opportunity to spy your loved ones for free. Like #Securespy Page & send your name and contact number through our Facebook Page,,,154968535049581,10000,0,200000,1,10,facebook_page_post-154968535049581
959,campaign--temp-c959-p2-l2,Secure Spy,https://www.facebook.com/SecureSpyApp/photos/a.153466808533087.1073741827.149415782271523/154967841716317/?type=3,facebook_page_post,p2,l2,p2-l2,Like Secure Spy Post,Secure spy-mobile spy software,,,154967841716317,10000,0,200000,1,10,facebook_page_post-154967841716317
960,campaign--temp-c960-p2-l2,Secure Spy,https://www.facebook.com/SecureSpyApp/photos/a.149415812271520.1073741825.149415782271523/150531875493247/?type=3,facebook_page_post,p2,l2,p2-l2,Like Secure Spy Post,World's most advanced cell phone monitoring and tracking system-secure spy,,,150531875493247,10000,0,200000,1,10,facebook_page_post-150531875493247
